Ni,Nhs,No,activation_function,lr,batch_size,discount_rate,position_weight,position_exponent,angle_weight,angle_exponent,bad_state_penalty,update_target_net_every,num_episodes,final_score,train_time
4,"[95, 204]",2,<class 'torch.nn.modules.activation.Tanh'>,0.08273288359024208,155,0.9211467137209145,-1.5705630682618308,2,-5.971121236168425,2,0,10,1000,212.0,6.801932394504547
4,"[64, 78]",2,<class 'torch.nn.modules.activation.Tanh'>,0.1614387753672634,188,0.7935315013906685,-1.613704729558174,2,-7.978506251215477,3,0,8,1000,89.7,4.988078844547272
4,"[80, 87]",2,<class 'torch.nn.modules.activation.Tanh'>,0.0024775197331029764,169,0.9866684822695604,-1.4557651173833857,2,-7.106802284336609,1,0,5,374,500.0,1.1479997833569844
4,"[113, 98]",2,<class 'torch.nn.modules.activation.Tanh'>,0.0023329612283117434,213,0.953349817694026,-1.3277972325415186,2,-6.612278462513422,1,0,3,414,500.0,1.5335447072982789
4,"[180, 84]",2,<class 'torch.nn.modules.activation.Tanh'>,0.001495027825586774,136,0.959270984726911,-1.0356661703819119,2,-6.5532945661379065,1,0,3,587,500.0,1.6428825338681539
4,"[131, 100]",2,<class 'torch.nn.modules.activation.Tanh'>,0.00047681689615440727,177,0.9981349891334994,-1.2885013807951968,2,-6.731995039540298,1,0,5,1000,24.3,1.5335944692293804
4,"[110, 65]",2,<class 'torch.nn.modules.activation.Tanh'>,0.0027498743466855932,277,0.8548381210773481,-1.3505280799248836,2,-4.811136064567139,1,0,4,811,500.0,2.412699317932129
4,"[101, 130]",2,<class 'torch.nn.modules.activation.Tanh'>,0.0006277660353117884,212,0.9697000729469367,-1.4785318909352563,2,-3.90844141121571,1,0,5,1000,58.2,1.1579145272572835
4,"[40, 101]",2,<class 'torch.nn.modules.activation.Tanh'>,0.003460888954667038,158,0.8902326922792798,-1.253253591086994,2,-6.36136345291932,1,0,7,1000,267.0,6.23248252471288
4,"[56, 121]",2,<class 'torch.nn.modules.activation.Tanh'>,0.000922777287923628,179,0.8251007960321798,-0.981488159825996,2,-7.212173269289913,1,0,3,1000,43.1,1.2707810362180074
4,"[82, 91]",2,<class 'torch.nn.modules.activation.Tanh'>,0.00022301472951336617,246,0.6915846712962497,-1.1240151592598921,2,-5.342166669789993,1,0,4,1000,33.3,1.1350680549939474
